claim_index,url,claim,parameter,minimum,maximum,unit,environment,extraction_status,scientific_review_status,notes
320,academy/sanitizers/shock-treatments-explained.html,"Shocking is necessary regularly, not just in emergencies.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
321,academy/sanitizers/shock-treatments-explained.html,Key Facts Shock weekly during peak swimming season and immediately after heavy bather load or storm.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
322,academy/sanitizers/shock-treatments-explained.html,Always shock after dark — UV destroys high chlorine concentrations before they can work.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
323,academy/sanitizers/shock-treatments-explained.html,Calcium hypochlorite (cal-hypo) is the most common and effective shock type.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
324,academy/sanitizers/shock-treatments-explained.html,Stabilised shock (dichlor) adds CYA with every dose and should not be used repeatedly.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
325,academy/sanitizers/shock-treatments-explained.html,"Why Pools Need Shocking Chlorine reacts with bather waste, algae, and organic contaminants in the water.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
326,academy/sanitizers/shock-treatments-explained.html,"Some of these reactions produce combined chlorine (chloramines), which are poor disinfectants and the source of eye irritation and pool odour.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
327,academy/sanitizers/shock-treatments-explained.html,Regular free chlorine doses cannot destroy chloramines efficiently — reaching breakpoint concentration is required.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
328,academy/sanitizers/shock-treatments-explained.html,"Additionally, algae establish faster in pools with even brief periods of low chlorine, and shock levels of chlorine are needed to kill established algae cells.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
329,academy/sanitizers/shock-treatments-explained.html,"Types of Shock Calcium hypochlorite (cal-hypo) is the standard pool shock, sold as a granular powder in 1-lb bags at 65–73% available chlorine.",(none),1,1,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
329,academy/sanitizers/shock-treatments-explained.html,"Types of Shock Calcium hypochlorite (cal-hypo) is the standard pool shock, sold as a granular powder in 1-lb bags at 65–73% available chlorine.",(none),65,73,%,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
330,academy/sanitizers/understanding-free-chlorine.html,In This Category Understanding Free Chlorine Combined Chlorine Explained Breakpoint Chlorination Liquid Chlorine vs.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
331,academy/sanitizers/understanding-free-chlorine.html,Tablets Shock Treatments Explained Bromine vs.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
332,academy/sanitizers/understanding-free-chlorine.html,Chlorine On This Page Key Facts How Free Chlorine Sanitizes Maintaining the Right Level Free Chlorine vs.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
333,academy/sanitizers/understanding-free-chlorine.html,Combined Chlorine Examples Common Mistakes Calculators Pool Chlorine Calculator Hot Tub Chlorine Calculator Chemical Calculator Sanitizers 6 min read Updated 2026-06-01 Understanding Free Chlorine v2026.07 Free chlorine is the active disinfectant in your pool.,free_chlorine,2026.07,2026.07,,both,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
334,academy/sanitizers/understanding-free-chlorine.html,Its effectiveness depends almost entirely on pH — understanding this relationship is the key to efficient chlorine management.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
335,academy/sanitizers/understanding-free-chlorine.html,"Key Facts Examples Calculator Related Free chlorine (FC) is the measure of active, available disinfectant in pool water.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
336,academy/sanitizers/understanding-free-chlorine.html,"It kills bacteria, viruses, and algae on contact.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
337,academy/sanitizers/understanding-free-chlorine.html,"However, its killing power is highly pH-dependent, which is why chlorine and pH must be managed together.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
338,academy/sanitizers/understanding-free-chlorine.html,Key Facts Target 1–3 ppm free chlorine for pools; 3–5 ppm for hot tubs.,free_chlorine,1,3,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
338,academy/sanitizers/understanding-free-chlorine.html,Key Facts Target 1–3 ppm free chlorine for pools; 3–5 ppm for hot tubs.,free_chlorine,3,5,ppm,hot_tub,CARRIED_CONTEXT,SUPPORTED,
339,academy/sanitizers/understanding-free-chlorine.html,"At pH 7.2, about 67% of free chlorine is in its most effective form (HOCl).",ph,7.2,7.2,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
339,academy/sanitizers/understanding-free-chlorine.html,"At pH 7.2, about 67% of free chlorine is in its most effective form (HOCl).",free_chlorine,67,67,%,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
340,academy/sanitizers/understanding-free-chlorine.html,"At pH 8.0, this drops to 22%.",ph,8,8,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
340,academy/sanitizers/understanding-free-chlorine.html,"At pH 8.0, this drops to 22%.",(none),22,22,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
341,academy/sanitizers/understanding-free-chlorine.html,"Free chlorine is consumed continuously by sunlight, bathers, and organic matter.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
342,academy/sanitizers/understanding-free-chlorine.html,CYA (stabiliser) slows UV depletion but also reduces the active fraction of free chlorine.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
343,academy/sanitizers/understanding-free-chlorine.html,"How Free Chlorine Sanitizes When chlorine is added to pool water, it reacts with water to form hypochlorous acid (HOCl) and hypochlorite ion (OCl-).",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
344,academy/sanitizers/understanding-free-chlorine.html,The ratio of HOCl to OCl- is determined by pH: lower pH produces more HOCl; higher pH shifts the balance toward less effective OCl-.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
345,academy/testing/common-testing-mistakes.html,Degraded reagents consistently underestimate chlorine and give inaccurate pH readings.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
346,academy/testing/common-testing-mistakes.html,"For any adjustment to alkalinity or pH, allow 4–6 hours before retesting.",(none),4,6,hours,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
347,academy/testing/common-testing-mistakes.html,Examples Solving Chronic Low Chlorine Readings A pool owner has been adding extra chlorine every week because readings consistently show FC near 0.5 ppm — yet the pool stays clear.,free_chlorine,0.5,0.5,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
348,academy/testing/common-testing-mistakes.html,Fresh strips from a newly opened bottle show FC at 2.5 ppm.,free_chlorine,2.5,2.5,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
349,academy/testing/common-testing-mistakes.html,"Sources: Pool & Hot Tub Alliance — Pool & Spa Operator Handbook, 2022 Taylor Technologies — Pool/Spa Water Chemistry Reference Related Calculators & Resources Chemical Calculator Water Test Log Related Topics Using Test Strips Test strips are fast and convenient, but accuracy depends on technique.",(none),2022,2022,,both,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
350,academy/testing/digital-pool-testers.html,In This Category Using Test Strips Using Liquid Test Kits Digital Pool Testers How Often to Test Pool Water Understanding Test Results Common Pool Water Testing Mistakes On This Page Key Facts Photometers ORP Probes and pH Meters Maintenance and Calibration Examples Common Mistakes Calculators Chemi…,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
351,academy/testing/digital-pool-testers.html,Photometers read chemical concentrations; ORP probes measure sanitiser activity directly.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
352,academy/testing/digital-pool-testers.html,Key Facts Examples Calculator Related Digital pool testers range from simple pH meters to multi-parameter photometers.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
353,academy/testing/digital-pool-testers.html,Key Facts Photometers use optical sensors to read reagent colour intensity — more accurate than human colour comparison.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
354,academy/testing/digital-pool-testers.html,"ORP (oxidation-reduction potential) meters measure the oxidising power of the water, not chlorine concentration. pH probes must be calibrated with buffer solution before each use to maintain accuracy.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
355,academy/testing/digital-pool-testers.html,Photometers A photometer (colorimeter) uses an LED light and sensor to measure the absorbance of light through a water sample treated with a reagent.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
356,academy/testing/digital-pool-testers.html,"Popular models like the Hanna Instruments HI83303 test free chlorine, combined chlorine, total chlorine, pH, TA, and hardness using pre-filled reagent sachets or liquid reagents.",free_chlorine,83303,83303,,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
357,academy/testing/digital-pool-testers.html,Results are displayed as numeric ppm values.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
358,academy/testing/digital-pool-testers.html,Photometers are ideal for pool professionals and homeowners who test frequently and want reliable consistency.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
359,academy/testing/digital-pool-testers.html,ORP Probes and pH Meters ORP (oxidation-reduction potential) is a millivolt reading that indicates the overall oxidising power of the water.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
360,academy/testing/digital-pool-testers.html,ORP is not a direct measure of chlorine concentration — the same free chlorine level produces different ORP readings at different pH values. pH combination meters (measuring both pH and ORP simultaneously) are widely used by pool professionals for quick in-water diagnostics.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
361,academy/testing/digital-pool-testers.html,Maintenance and Calibration All digital testers require maintenance. pH probes must be stored in storage solution (not water or dry) and calibrated with two-point buffer solution before use.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
362,academy/testing/digital-pool-testers.html,ORP probes require soaking in ORP standard solution periodically.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
363,academy/testing/digital-pool-testers.html,Photometer cuvettes must be kept scrupulously clean — a single fingerprint on the optical path will corrupt readings.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
364,academy/testing/digital-pool-testers.html,Examples When to Use a Photometer vs.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
365,academy/testing/how-often-to-test-water.html,In This Category Using Test Strips Using Liquid Test Kits Digital Pool Testers How Often to Test Pool Water Understanding Test Results Common Pool Water Testing Mistakes On This Page Key Facts Pool Testing Schedule Hot Tub Testing Triggers for Extra Testing Examples Common Mistakes Calculators Chemi…,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
366,academy/testing/how-often-to-test-water.html,Free chlorine and pH need the most frequent attention; hardness and CYA can be tested monthly.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
367,academy/testing/how-often-to-test-water.html,"Key Facts Free chlorine: test twice per week in summer, once per week in cooler months. pH: test every time you test chlorine — they are managed together.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
